Brasil;OPCAO;1992;1993;1995;1996;1997;1998;1999;2001;2002;2003;2004;2005;2006;2007;2008;2009
Brasil;Ate 1/2 salario minimo;42,4;42,3;33;31,8;31,7;32,1;32,7;31,7;31,9;32,1;31;29,1;25,7;23,5;22,8;23,3
Brasil;Mais de 1/2 a 1 salario minimo;25,7;25,2;26,1;25,4;25,5;25,7;26,4;26;26,3;27,4;27,6;27,8;27,4;27;26,7;27,2
Brasil;Mais de 1 a 2 salarios minimos;15,3;14,8;18;18,9;19,3;18,7;18,5;19,1;19,6;19,3;20,1;21,5;22,9;24,3;24,9;24,8
Brasil;Mais de 2 a 3 salarios minimos;4,8;4,9;6,6;7;7,1;6,8;6,6;7;7;6,5;7;7,2;8,2;8,2;8,7;8,3
Brasil;Mais de 3 a 5 salarios minimos;3,6;3,9;5,8;5,5;5,5;5,6;5,3;5,4;5,1;5;4,8;5,3;5,9;6,2;6,4;6
Brasil;Mais de 5 salarios minimos;2,7;3,3;5,3;5,4;5,4;5,2;4,9;5;5;4,4;4,4;4,8;5,4;5,5;5,5;5,1
Brasil;Sem rendimento;3;2,9;3,2;3,6;3,6;3,5;3,5;3,8;3,2;3,3;2,9;2,7;2,5;2,7;2,2;2,3
Brasil;Sem declaracao;2,6;2,7;2;2,3;1,9;2,4;2,2;2,1;1,9;2;2,2;1,7;2;2,5;2,8;3
