Regiao;mar/02;abr/02;mai/02;jun/02;jul/02;ago/02;set/02;out/02;nov/02;dez/02;jan/03;fev/03;mar/03;abr/03;mai/03;jun/03;jul/03;ago/03;set/03;out/03;nov/03;dez/03;jan/04;fev/04;mar/04;abr/04;mai/04;jun/04;jul/04;ago/04;set/04;out/04;nov/04;dez/04;jan/05;fev/05;mar/05;abr/05;mai/05;jun/05;jul/05;ago/05;set/05;out/05;nov/05;dez/05;jan/06;fev/06;mar/06;abr/06;mai/06;jun/06;jul/06;ago/06;set/06;out/06;nov/06;dez/06;jan/07;fev/07;mar/07;abr/07;mai/07;jun/07;jul/07;ago/07;set/07;out/07;nov/07;dez/07;jan/08;fev/08;mar/08;abr/08;mai/08;jun/08;jul/08;ago/08;set/08;out/08;nov/08;dez/08;jan/09;fev/09;mar/09;abr/09;mai/09;jun/09;jul/09;ago/09;set/09;out/09;nov/09;dez/09;jan/10;fev/10;mar/10;abr/10;mai/10;jun/10;jul/10;ago/10;set/10;out/10;nov/10;dez/10;jan/11;fev/11;mar/11;abr/11;mai/11;jun/11;jul/11;ago/11;set/11;out/11;nov/11;dez/11;jan/12;fev/12;mar/12;abr/12;mai/12;jun/12;jul/12;ago/12;set/12;out/12;nov/12;dez/12;jan/13;fev/13;mar/13;abr/13;mai/13;jun/13;jul/13;ago/13;set/13;out/13;nov/13;dez/13;jan/14;fev/14;mar/14;abr/14;mai/14;jun/14;jul/14;ago/14;set/14;out/14;nov/14;dez/14;jan/15;fev/15;mar/15;abr/15;mai/15;jun/15;jul/15;ago/15;set/15;out/15
Total das areas;41,5;41,9;41,8;41,9;41,7;41,9;42;42;41,9;41,1;40,8;41,5;40,5;40,7;41,8;41,1;41,5;41,8;41,6;41,8;41,9;40,9;40,8;40,2;41,7;40,1;41,6;41,1;41,2;41,7;40,8;40,8;40,6;41,2;40,6;40;41;41;41;41,5;41,3;41,6;41,1;41,1;40,4;41;40,3;41,4;40,1;39,8;41;40,1;41;41,4;40,5;40,7;39,7;40;38,9;39,3;41,6;40,5;40,6;40,7;40,7;41,4;40,6;40,8;40,1;39,8;38,3;39,6;40,6;40,7;40,8;41,5;41;41,5;41,6;41,5;41,3;39,8;40,2;39,1;41,4;39,6;41,5;40,6;40,7;41,1;40,7;40,6;40,3;39,8;40,1;39;41,3;40,4;41,4;40,3;40,6;41,3;40,5;40,5;40;40,6;39,9;41,3;39,7;39,6;41,4;40,6;41,1;41,5;40,7;40,6;39,9;40,3;39,8;39;41,5;40,4;40,7;40,5;40,8;41,3;40,4;40,5;39,7;39,1;37,4;38,5;40;40,9;40,3;40,8;40,3;41;40,8;41;40,5;39,5;38,3;41,1;39,7;39,7;41;39,1;40;41;40,9;40,9;40,7;39,3;39,8;39,1;40,8;39;40,7;40;39,9;40,5;39,9;39,7
